Appt DateTime,SO Number,Shipment ID
2024-09-04 00:00:00,7480271,9010156297
2024-09-04 00:00:00,7480258,9010156298
2024-09-04 00:00:00,7480663,9010156299
2024-09-04 00:00:00,7480653,9010156300
2024-09-04 00:00:00,7481701,9010156301
2024-09-04 00:00:00,7480500,9010156302
2024-09-03 22:00:00,7468847,9010156176
2024-09-03 19:30:00,7463669,9010156097
2024-09-03 19:30:00,7472878,9010156171
2024-09-03 19:30:00,7473141,9010156172
2024-09-03 19:30:00,7475437,9010156175
2024-09-03 17:30:00,7469250,9010155812
2024-09-03 17:30:00,7473107,9010156170
2024-09-03 14:30:00,7472993,9010156166
2024-09-03 14:30:00,7473090,9010156167
2024-09-03 14:30:00,7460089,9010156169
2024-09-03 12:30:00,7475408,9010156159
2024-09-03 12:30:00,7473151,9010156161
2024-09-03 12:30:00,7473000,9010156162
2024-09-03 12:30:00,7476024,9010156163
2024-09-03 10:30:00,7468566,9010155798
2024-09-03 10:30:00,7453171,9010156153
2024-09-03 10:30:00,7479444,9010156154
2024-09-03 10:30:00,7479621,9010156157
2024-09-03 10:30:00,7474715,9010156158
2024-09-03 08:30:00,7472892,9010156008
2024-09-03 08:30:00,7475872,9010156151
2024-09-03 08:30:00,7469532,9010156152
2024-09-03 08:30:00,7478288,9010156155
2024-09-03 08:30:00,7472988,9010156156
2024-09-03 00:00:00,7477239,9010156022
2024-09-03 00:00:00,7478296,9010156086
2024-09-03 00:00:00,7479442,9010156091
2024-09-03 00:00:00,7477862,9010156178
2024-09-03 00:00:00,7481206,9010156179
2024-09-03 00:00:00,7480217,9010156180
2024-09-03 00:00:00,7480218,9010156181
2024-09-03 00:00:00,7475471,9010156182
2024-09-03 00:00:00,7474999,9010156183
2024-09-03 00:00:00,7475468,9010156184
2024-09-03 00:00:00,7477465,9010156185
2024-09-03 00:00:00,7477469,9010156186
2024-09-03 00:00:00,7477818,9010156187
2024-09-03 00:00:00,7475192,9010156188
2024-09-03 00:00:00,7477301,9010156189
2024-09-03 00:00:00,7475135,9010156190
2024-09-03 00:00:00,7479638,9010156191
2024-09-03 00:00:00,7479443,9010156192
2024-09-03 00:00:00,7479451,9010156193
2024-09-03 00:00:00,7477025,9010156194
2024-09-03 00:00:00,7477093,9010156195
2024-09-03 00:00:00,7480283,9010156196
2024-09-03 00:00:00,7480502,9010156197
2024-09-03 00:00:00,7480504,9010156198
2024-09-03 00:00:00,7480505,9010156199
2024-09-03 00:00:00,7480503,9010156200
2024-09-03 00:00:00,7480764,9010156201
2024-09-03 00:00:00,7477473,9010156202
2024-09-03 00:00:00,7477474,9010156203
2024-09-03 00:00:00,7477479,9010156204
2024-09-03 00:00:00,7475657,9010156205
2024-09-03 00:00:00,7471272,9010156206
2024-09-02 00:00:00,7383736,9010155084
2024-08-31 14:30:00,7475194,9010155838
2024-08-31 14:30:00,7469609,9010156099
2024-08-31 14:30:00,7469143,9010156100
2024-08-31 12:30:00,7475020,9010155985
2024-08-31 00:00:00,7465530,9010155236
