Dwell Time,SO Number
3.1,7398748
0.0,7388596
4.07,"7411165,7410768,7411189,7411198"
3.17,7298339
2.72,7410727
0.85,"7363047,7406196"
6.33,7405552
0.0,7404180
0.0,7406544
0.0,7406544
0.0,7405797
0.0,7389307
0.93,7410911
0.0,7411200
0.03,7383971
6.7,"7408717,7408776"
2.23,7410914
2.07,7394706
4.65,"7409201,7409203"
2.78,"7405354,7407927,7407940"
0.0,7410908
2.55,7410386
9.28,"7385858,7385857,7386022,7385859"
0.0,7410823
7.87,"7403570,7404983"
8.4,7406801
5.62,"7385303,7387607,7389682,7389782,7390879,7398577,7410429,7410537,7410538"
2.15,7410819
5.92,"7385856,7385860,7386019,7386020"
2.53,7406604
3.67,7409718
0.0,7413649
2.35,7409492
3.35,"7411162,7411187,7411197"
0.0,7413836
0.0,7410765
0.0,7412032
0.0,7402839
0.0,7406523
1.93,7410904
0.0,7399701
2.28,7410829
3.05,7410830
4.62,7410361
0.0,7410055
0.92,7409880
1.15,7383970
0.0,"7405275,7405800"
0.0,"7409734,7409737,7409739,7410406"
8.22,7409861
1.88,7402707
0.27,7389222
0.0,7410912
1.47,7410965
0.47,305996
0.0,7406191
0.0,7410827
3.17,"7411164,7410946,7411166,7411780"
0.0,7389653
0.02,7406200
2.15,7409169
0.0,7398730
0.0,7409849
0.0,7399306
2.95,"7409736,7409740,7409900,7410408,7410505"
0.0,7404301
9.85,7406523
17.17,"7411596,,7411595,,7412081,,7411593,,7412076,,7412078,,7411594"
0.0,7410822
6.45,7410772
0.0,"7409744,7410413,7410417,7410506"
6.42,7406542
4.78,7398720
8.28,7409857
4.55,7409854
3.1,"7405768,7405799,7405278,7405802"
2.02,7406535
0.0,7388802
11.02,7409490
0.0,"7410959,7411203"
3.12,7409491
5.58,7384250
10.73,"7411169,7411194,7411202"
4.9,7410828
11.48,"7410766,7410771"
11.9,7410909
10.07,7410824
11.82,"7411195,7411204"
11.22,7383779
0.0,7404302
4.37,7401831
3.77,7390821
0.9,312892
0.57,334145
0.55,321741
1.67,7410652
7.12,"7390646,7404679,7408584,7411962,7409832"
22.7,7411910
7.77,7403696
5.35,7406374
0.0,7408826
0.0,"7402869,7403217,7403232,7405280,7404792"
2.67,7407572
1.03,341087
0.0,299155
0.0,7327026
0.0,7326563
2.38,7317076
6.92,7409648
1.6,"7409728,7410503,7412017,7410684"
0.0,3716
6.8,7412558
2.32,"7411160,7411186,7411196"
3.62,"7410947,7410767,7411199"
0.0,7404301
41.63,"7406308,7406309"
0.0,"7409733,7410407,7410501,7410503"
3.13,7410837
2.28,7410732
0.0,"7404791,7405278,7405802"
1.43,7410913
0.0,7406230
2.85,7412701
3.08,7410964
8.42,"7392634,7392521,7392640"
0.0,7406524
8.62,"7412211,7414161"
5.93,7406524
12.98,"7410764,7410961"
10.32,"7391971,7391975,7391979"
6.9,7409843
5.48,"7404791,7410963"
11.28,"7412077,,7412079,,7412080,,7411592"
0.0,"7411171,7410960,7410967"
0.62,7412398
4.25,7401572
6.52,"7404895,7405359,7405360,7405361,7405363,7406649,7406650,7406656,7406759,7407301"
6.2,7410668
1.97,7406601
5.45,7410729
0.0,"7412019,7412020"
9.8,7412721
7.17,"7407964,7412803"
6.9,7414109
7.13,"7408685,7411650,7411691,7411976,7411990,7411991"
16.43,7410728
0.0,"7409748,7410411,7410415,7410514"
1.7,7404200
0.0,"7409735,7409899,7410410,7410502,7410504"
48.5,7390813
0.02,"7403658,7404177"
0.0,7412709
1.58,7390392
0.0,7409846
0.0,"7409743,7409745,7410507,7410515,7410517"
2.58,7412397
0.0,"7409741,7409742,7409747,7409749,7410512"
0.0,"7391254,7402585"
4.83,7409889
0.0,7414347
3.27,7412706
5.78,"7410959,7411203"
0.0,7399303
0.0,7413988
5.55,7409855
3.3,7411200
0.0,7389678
4.03,7412705
4.1,"7402869,7403217,7403232,7405280,7404792,7411200"
1.58,"7413976,7414323,7414326"
0.0,7410822
2.95,"7409724,7409725,7409727,7409735,7409746,7409899,7410409,7410410,7410414,7410502,7410504,7410509,7410516,7411576"
2.87,7406544
2.88,7412391
2.58,7412707
0.0,7326558
0.0,"7410944,7411188,7410962"
0.0,"7389678,7408534,7408638"
0.0,7389727
0.77,"7410412,7410418,7410420,7410510,7410513"
0.0,7389307
0.0,7411420
2.08,7414337
2.6,7389724
0.15,7412392
2.58,7389718
3.93,7415531
2.67,7416478
2.7,7416476
0.0,7389653
3.7,"7392627,7392632"
5.67,7411536
5.87,"7411658,7411535,7411659"
1.92,7403657
6.47,7410836
2.92,7412395
7.22,7412029
1.48,7327026
0.92,7389715
0.0,"7410944,7411188,7410962"
0.0,7398730
6.32,7410731
0.03,7404302
6.52,"7410506,7411572,7412019"
6.92,"7411398,7414658,7414662,7410375"
0.02,"7367909,7367730,7367908,7367914"
3.98,"7410949,7411193,7411201"
0.85,7408902
0.0,7411845
0.0,7326563
0.0,7410823
2.3,7406191
0.85,7389728
0.23,7409858
0.0,7327026
4.52,7408826
3.75,7409493
0.0,"7412644,7412645,7412646,7412647,7412649,7412650,7401735,7404713,7409384,7409383,7409377,7409379,7409378"
2.83,7410912
0.0,7416087
0.0,7410684
0.0,"7409201,7409203"
0.53,7418003
0.53,7418004
0.53,7418001
5.82,"7411558,7411559"
0.02,7388596
0.0,7408866
1.82,7406525
0.0,"7367729,7367911,7367915,7367906"
1.22,7412393
7.6,7413565
1.93,7409862
1.93,"7392518,7391973"
2.42,"7410495,7410496,7410498,7410686,7410687,7410493,7410721,7410681"
6.62,"7409730,7411844,7412016,7412020"
0.43,7399306
2.7,7410834
2.03,7412708
7.65,7412210
3.28,7410820
1.87,7414421
1.13,7413573
0.0,7412394
1.77,"7401940,7401942,7408026,7408027,7408066,7408051,7408077,7408076"
0.0,7406403
2.45,7409494
0.0,"7409730,7409738,7411844,7412020"
4.77,7410833
7.98,"7409741,7409742,7409743,7409744,7409745,7409748,7409882,7410411,7410415,7410507,7410514,7410515,7410517"
0.0,7412768
9.2,7414420
3.07,7412032
2.37,7326558
2.9,7410835
3.63,7410730
7.37,7413054
0.0,7412702
0.0,7414636
1.27,7410827
0.0,7406200
0.0,7414637
0.0,7414452
2.83,7389771
4.3,"7414474,7414481"
0.35,7413988
3.07,7412709
1.02,7416369
1.95,7413959
2.97,"7411570,7411571,7411575"
1.88,"7409733,7409747,7409749,7410407,7410417,7410501,7410512"
2.17,"7411171,7410960,7410967"
0.0,7410822
0.0,7412894
52.78,"7409884,7409885,7409887,7409888,7410413"
1.6,7410832
6.98,7409863
2.68,"7410944,7411188,7410962"
6.32,7409847
2.63,7408857
11.33,7414482
0.0,7400737
3.7,7401691
0.0,"7398577,7390879,7389682,7387607,7389782,7385301,7385303"
2.03,7418307
5.13,7410055
0.0,"7367916,7367912,7367724,7367913,7367728"
4.38,7412731
2.4,7413574
6.47,"7404185,7404184"
0.0,7414408
0.0,7414409
1.7,7402839
0.0,7352123
2.52,7403881
3.7,"7413393,7414704"
4.65,7414537
5.18,7401264
6.43,7414332
0.85,"7411784,7411787"
1.3,"7376346,7376347,7382600,7414142"
4.48,"7411827,7411957,7411958,7414538,7414546"
2.03,7326563
1.48,7412768
3.57,7411840
3.37,"7414362,7412771"
5.17,"7414151,7414509,7414510,7414737"
5.33,7412023
0.0,7409224
0.0,"7406515,7363048"
2.05,7402095
0.0,"7367917,7367727,7367910,7367725"
0.0,7410910
7.55,7414483
4.65,7414475
3.72,7394818
0.0,7414393
5.33,7394707
0.0,7402270
0.0,7414450
3.38,7410821
21.52,7414180
14.62,7414581
8.22,7404180
2.42,7404301
0.0,7367726
0.0,7416308
3.83,7414179
2.65,7410906
0.0,7416220
3.73,"7415530,7415752"
0.0,7386152
14.73,"7411943,7411968,7411971"
9.07,7412992
4.42,"7414477,7414930"
0.0,7410825
5.58,7409489
6.95,"7409731,7414548,7414767,7415408"
7.05,"7418136,7418137"
10.03,7400534
14.32,7413998
4.0,7414402
2.52,7414401
0.0,7414374
5.15,7412973
2.28,7414452
10.9,7414382
0.73,7414674
13.53,7414676
3.8,7413997
0.0,7409495
0.0,7413836
0.0,7410823
0.0,7413649
0.0,7414423
0.48,7414405
1.0,"7416035,7416331,7416291,7416347"
0.0,7405380
1.55,7414403
0.0,7414145
2.67,"7414173,7416328,7416285,7416051,7416345,7416296,7416348"
2.15,7414177
0.0,7404710
3.07,"7414484,7416275,7416036,7416037,7416046,7416047,7416342,7416052,7416053,7416054"
0.0,7401369
0.0,7418252
1.8,7412703
1.65,7414410
1.12,7413999
0.0,7401408
0.0,7401198
4.53,7415993
0.0,"7414479,7416330,7416339"
0.4,7410682
1.47,7414550
0.0,7412557
18.68,7414678
1.47,7415998
6.5,7417999
3.57,7414143
1.25,"7416274,7416276,7416290,7416341,7416298,7416299"
2.3,"7414170,,7414498"
0.0,7410831
0.0,7409856
1.27,7414336
0.0,7414501
0.0,7414503
1.75,"7414395,7414551"
17.65,"7368291,7368170,7368293,7368295,7368174,7368175,7368176,7367782,7367783,7406548,7406549"
0.0,7410798
2.93,"7405380,7416015"
0.0,7406230
0.0,7408326
0.0,7388828
0.0,7406230
3.02,"7414476,7416032,7416336,7416343"
2.08,7412559
2.45,7416017
0.0,7415974
2.72,"7415973,7415976"
2.53,7414377
3.55,"7416271,7416335,7416049,7416337,7416050"
0.0,7414376
0.0,7414388
0.0,7388572
2.67,"7414181,7416272,7416278,7416287,7416292,7416295"
0.0,7408326
1.95,7414552
0.0,7388193
1.7,"7414176,7416273,7416288"
0.0,7412396
3.37,"7414174,7416030,7416286,7416344"
2.2,7415620
0.0,7388827
2.67,7410719
0.42,7389462
4.6,7414396
3.12,7414413
0.5,"7414660,7414663"
2.25,7411846
2.52,7410908
0.0,7414422
4.2,7418711
0.0,7414450
0.0,"7406706,7406707,7406608,7406553"
0.23,7421037
0.93,"7414929,7416327,7416045,7416293"
2.17,7414338
0.0,7404075
2.08,7414408
2.05,7414409
2.33,7414397
1.33,"7406551,7368294"
1.88,"7414479,7416330,7416339"
0.0,7416017
0.0,7401193
0.97,"7406552,7368173"
1.45,7414000
2.42,"7416277,7416048,7416300"
2.07,7415705
3.03,7418023
2.15,7414391
1.33,7414392
0.0,7391588
0.0,7414375
11.0,7415727
0.0,7391296
2.65,"7414379,7414381,7414539"
2.03,"7408636,7414399"
1.23,7417421
0.02,"7414728,7414811"
1.85,7401369
6.95,"7417370,7417413,7376347,7382600"
2.7,"7403622,7404025,7404026"
0.0,7414172
0.0,7418573
0.07,7406522
1.05,"7410813,7408535"
1.57,7352123
0.0,"7368299,7406710,7414553"
0.62,7388831
1.95,7389679
0.0,364258616
0.63,7389572
2.0,"7406610,7406554,7406555"
3.22,"7414480,7416329,7416289,7416297"
1.23,7418311
0.0,7406537
3.37,7414406
4.35,7419810
2.63,7414387
2.07,7419809
1.58,7414386
1.6,7419002
6.02,"7414091,7414594"
2.88,7415621
2.77,7414385
1.88,7414390
1.93,"7414478,7416033"
2.13,7415755
6.97,7415648
5.53,7418837
0.0,7412394
8.08,7409849
4.27,7418191
0.0,7419405
2.1,7389549
0.0,7418898
6.55,7419268
4.98,7418194
6.23,7419003
0.0,7415719
4.18,7410831
3.0,7410823
0.0,7414450
0.1,7422276
1.22,7414521
1.5,"7408637,7412730"
0.0,7417529
2.48,7412568
0.0,7414423
4.05,7410910
0.0,7389556
0.38,7418573
0.0,"7414635,7414636,7414637"
0.0,7421130
0.0,7415706
0.0,"7420184,7420775,7420776,7420777"
0.0,7416190
0.0,7418330
0.0,7389469
5.25,7414412
4.07,7414172
1.83,7415611
0.0,"7419277,7419278,7419327,7416202"
0.72,7414675
0.0,7415722
0.0,7413219
2.53,7416014
1.58,"7411965,7412716,7412971,7419051"
0.0,7410905
9.33,7417996
9.43,7418898
5.62,7414503
2.85,7418165
2.78,7404635
4.93,7418814
5.9,7416016
0.0,7414450
3.47,"7421866,7421935"
3.75,7414501
7.82,"7421867,7421937"
7.52,7415612
1.38,7415975
0.0,"7404713,7412647"
0.0,7414407
0.6,"7368291,7368170,7368175,7368176,7367783"
0.0,7411646
0.0,7404075
0.4,7418283
0.0,"7406554,7406555"
0.02,7414144
0.33,7420879
0.6,"7418347,7418166"
0.0,7414505
0.0,7413836
3.73,7414393
1.03,7414388
1.2,7418881
0.23,7388833
0.0,7422276
0.0,7412893
2.5,7415622
2.42,"7412712,7417418,7418276"
0.58,"7418285,7418286"
0.0,7415707
0.0,7413649
2.33,"7414178,7416340,7416346"
1.4,7416185
3.82,7410825
6.53,7414398
0.98,"7414175,7416034,7416338,7416294"
0.0,7418331
0.0,7417968
7.35,7412711
1.37,7414153
1.6,7415629
1.57,"7414659,7414661"
3.17,7415721
5.5,7421954
2.92,"7368171,7367781,7368298,7406550,7406708,7406611"
0.0,7425143
3.23,"7404713,7412647"
0.0,7425316
2.3,"7406707,7406608"
2.9,"7406607,7368172,7414502"
0.35,7389727
0.0,7388827
0.37,7411420
0.0,7425313
2.17,7415731
0.35,7406230
0.4,7416087
0.0,7415618
1.77,7418306
1.75,7367907
1.9,7417970
2.25,7421960
1.95,7415719
2.37,7419929
0.0,7417974
10.3,"7420240,7420767"
0.0,7415732
1.25,7421988
4.4,7414145
3.67,7421961
7.78,7421899
0.0,7425226
2.52,7418836
0.0,7415735
2.72,7415733
0.0,"7368296,7406609,7414404"
0.0,7425145
0.0,7415734
0.0,7415628
0.35,"7368172,7414502"
0.0,7367726
0.35,7406706
0.0,7415725
0.0,7391296
0.0,7388193
0.0,5258
0.0,7421130
0.0,7404122
0.0,7415726
1.93,7418333
0.0,7410798
2.77,7418164
0.0,7415618
0.0,7423714
0.0,7388572
2.43,7418169
0.0,7389556
2.42,7418287
2.03,"7421759,,7421757"
2.07,7419972
1.6,7412557
0.0,7412396
2.5,"7419398,7419399,7420184,7420775,7420776,7420777"
5.78,7400737
2.22,7415626
1.35,"7418167,7418340"
1.7,7415726
2.48,"7418733,7419004"
1.97,"7419050,7421916"
0.0,7423530
2.28,"7401576,7423530"
0.0,7403797
0.8,7378267
0.2,"7411785,7411786"
0.0,"7403798,7403800,7404002,7404004,7403813,7404006,7403814,7404007,7403815,7404008,7403816,7404009,7403817,7404011,7404010,7403818,7404012,7403819"
0.0,7421920
1.05,7425301
1.05,7425205
2.83,7415974
0.63,7419397
0.95,7414424
1.3,7423625
1.43,7406537
1.27,7415623
4.13,7415529
0.0,7388828
0.02,7424450
4.38,"7424912,7424919"
1.18,7410670
1.52,7399303
0.0,"7421862,7421894,7421946"
1.52,7415723
0.0,7424881
3.17,7415720
1.18,7424917
7.53,7415729
2.4,"7424875,7424884"
4.52,7422309
2.28,7421998
2.78,"7425879,7426002"
5.88,7422063
3.8,7415706
3.87,7418330
0.0,7415722
8.85,"7423634,7424316"
2.32,7412394
5.3,7423849
4.6,7414504
0.0,7415717
0.0,7423790
3.2,7415707
0.15,"7368296,7406609,7414404"
0.0,7413649
1.02,7424882
0.0,7413836
0.0,7388827
1.92,7413981
2.12,"7424840,7424729,7424850,7424907,7426080,7426082,7426083,7426418"
0.0,7419143
7.58,"7415966,7420264,7420297"
3.1,7418339
0.0,7421923
0.0,7419320
2.15,"7424727,7424841,7424584,7424762,7424915,7424918,7426421"
3.4,"7386023,7423824"
2.37,7423823
0.0,7423824
3.57,7421839
2.28,7421846
1.62,7415619
2.35,7427011
0.0,7419321
0.0,7418337
2.15,"7424764,7424889,7426419"
2.72,7421739
3.07,7422020
0.0,7424881
7.32,"7414506,7389646"
3.75,"7424842,7424846,7424734,7424583,7424849,7425982,7425985,7426420"
0.0,7414383
0.0,7425313
5.13,7421736
5.27,7421842
3.52,"7424080,7423481,7423964"
6.93,"7419154,7419155,7419156,7419291,7419292,7419293,7419339,7419340"
7.1,7423398
0.0,7425944
4.55,7419259
1.72,7414148
1.65,7427269
5.53,7423633
3.6,7421924
4.65,7418331
6.35,7417974
0.48,7411655
0.0,7425316
0.98,7426262
3.57,7417967
0.0,"7424305,7411876,7420773,7424047,7424166"
5.18,7421923
0.0,"7411785,7411786"
1.2,7417969
5.03,"7424728,7424883,7424766"
0.0,7404075
2.25,"7418895,7424905,7424873,7424879,7424885,7424767,7424770,7424771"
0.0,7415625
2.2,7415610
1.02,7414376
0.0,7424766
1.77,7415724
2.78,"7424580,7424730,7424844,7424847,7424735,7424848,7424736,7424851,7424890,7426414,7426081,7425983,7425984,7426084,7426422,7426086"
5.97,7412704
1.73,7419158
2.22,7419012
5.42,"7424876,7424916"
3.83,"7424758,7424760"
3.03,7411651
4.0,7415617
5.42,7389742
1.57,7414415
3.65,"7389743,7418204"
0.0,7417968
1.55,7386151
1.85,7389647
3.22,7423223
1.97,7415732
3.73,7421844
2.8,7424175
2.58,"7421878,7421941"
2.42,7424312
3.9,"7424078,7424128"
0.0,7421734
0.0,7367726
0.83,"7425954,7426065,7426399,7426400"
1.0,7415725
0.0,7425226
2.37,7424247
0.0,"7419337,7419338"
0.77,7424374
6.68,"7424761,7424911,7424914,7424886"
1.12,"7389480,7390730"
1.67,"7424874,7423743,7424765,7424920"
1.8,7415618
0.0,7414719
0.0,7428752
4.68,"7414719,7417982,7417983,7418358"
16.77,"7414713,7417978,7418354,7418356,7418371"
0.0,"7392234,,7392235"
10.03,7424433
5.77,7414146
5.22,"7424732,7424877,7424768"
6.43,"7414803,7417984,7418361"
5.63,"7414802,7417981,7417987,7418352,7418355,7418365,7418368,7418372"
6.52,"7414200,7414715,7414801,7414809,7417980,7417991"
13.55,"7424731,7424908"
4.17,"7368292,7406606"
11.13,"7424733,7424880,7426416"
10.25,"7417976,7417989,7417993"
7.13,7415718
9.27,7421738
7.4,7418882
5.1,7426659
9.78,7421840
0.0,"7425882,7426203"
0.0,"7414197,7414714,7414716,7414718"
0.0,"7424878,7424888"
0.02,7424365
7.62,7421734
5.02,7415717
7.73,7418338
6.58,"7419147,7423641"
5.02,7424435
6.65,7424368
2.4,7392235
0.0,7429408
11.92,"7426533,,7426729"
3.03,7426617
0.0,7429408
0.0,7425699
2.45,"7418327,7414325"
0.0,7428746
0.0,"7417986,7418369"
3.45,"7424878,7424888"
1.5,7424437
3.72,7424371
1.8,7421735
2.67,7421919
7.02,"7424582,7424913,7424769,7426085"
0.0,"7414722,7414725,7414805"
0.0,7424366
5.07,7424439
0.0,"7414199,7414586,7414717,7414804"
4.05,7421922
0.0,"7414590,7414721,7414723,7414808"
4.97,7424881
4.72,7421925
6.43,7421841
6.95,"7419144,7419153,7419290,7419337,7419338,7423483,7423970,7424018,7424020,7424025"
3.33,"7424845,7426415"
3.43,7412396
7.15,7424373
4.28,7424436
2.8,7424248
2.17,"7424581,7424763,7424887,7426417"
5.23,"7424305,7420773,7424047,7424166"
2.25,7415627
5.68,"7418317,7420007,7421835,7422044"
4.17,7427087
3.5,7427415
0.0,7351976
4.0,7427088
5.62,7426036
6.25,7421949
4.08,7424372
2.98,7377655
3.47,7424440
8.45,7426708
4.57,7421920
6.97,"7421862,7421894,7421946"
0.0,7426408
7.78,7421742
2.92,7426516
4.8,"7425882,7426203"
1.67,7426830
0.0,7429404
0.0,7424246
0.0,"7423482,7423967,7423969,7423971,7424024"
0.0,7418345
2.9,7419321
1.42,"7424021,7423972,7423978"
3.42,7426092
2.02,7426447
2.97,"7414806,7417977,7418366"
1.32,"7428061,7428062,7427951,7428134,7428065"
0.0,7424026
0.0,"7426040,7423484,7423966,7423968,7424022,7424023"
20.32,"7414590,7414722,7414724,7414725,7414805,7414807,7414810,7414199,7414586,7414717"
1.55,7415624
2.55,"7423971,7424024,7424028,7424030,7424031"
1.97,7419258
4.33,"7426040,7423973,7423976,7424027,7424029,7423967,7423969,7424017"
3.83,"7423980,7424019"
6.7,"7428130,7428063,7428133,7427952,7427953,7428066,7428067"
0.0,"7424017,7424019"
0.0,7411653
9.18,"7427950,7428131,7428132,7428064,7427954,7428135,7428136"
0.0,"7423973,7423976,7424027"
1.53,7421737
3.08,7424441
1.0,7426144
0.0,"7423309,7421769"
3.07,7421733
0.0,7429413
5.38,7424123
3.25,7428255
0.0,7429413
3.05,7426090
3.25,7415730
3.27,7411845
2.37,7417968
0.0,7424365
2.33,7429099
2.42,7426093
1.65,7419422
0.0,7428748
0.0,7426450
0.0,7391296
0.0,7388193
1.95,7426451
0.0,7427830
0.7,7429408
2.45,7426452
1.52,7426091
3.28,"7423484,7423486,7423966,7423968,7423975,7423977,7423979,7424022,7424023,7424026,7424033,7425931,7426039,7426041,7426277,7426278"
0.93,7426496
3.12,7426493
0.0,7388572
0.0,7424366
0.0,7426708
0.0,"7426042,7426272"
0.0,7421921
11.3,7424370
0.0,450040549021875765
0.0,7410798
1.77,7424367
0.0,7425992
4.18,7424438
3.38,"7423309,7421769"
8.27,7426532
0.0,7425930
0.0,"7428243,7428212"
0.0,7389556
9.53,7426495
7.67,7426089
1.37,"7424132,7423983,7327394"
6.07,7426453
1.13,7430115
1.13,7430116
0.0,7428678
1.1,7430114
0.0,"7423794,7423795"
1.08,7431920
1.15,7429416
1.08,"7423794,7423795"
0.87,7418360
0.0,7429413
3.1,7418337
1.1,7429415
0.0,7419148
5.13,7426450
2.62,"7423485,7424032"
6.03,7423759
2.32,7426604
8.98,"7419150,7419151,7419152,7419288,7419289,7419320,7423432,7423433,7423639,7423651"
1.33,7429404
1.95,7424369
3.83,"7423567,7423568,7423640,7419143"
1.37,7428989
1.42,7412560
4.23,"7414198,7414587,7417986,7417988,7418364,7418369,7419148"
3.97,7426398
3.8,7424245
2.48,7426448
1.35,7430113
1.37,7430037
4.32,7421845
0.0,"7426506,7426507"
2.85,7428112
2.13,7429509
2.62,7429607
2.25,7427604
7.57,"7425928,7425929,7425932,7425933,7425934,7426043,7426046,7426047,7426048,7426269,7426270,7426271,7426273,7426280"
0.0,"7426506,7426507"
0.0,7351976
0.0,7388572
0.0,7388828
2.62,"7423482,7423965,7423974,7424034,7426279"
0.0,7425313
0.0,7424366
3.58,7429522
2.5,"7414197,7414589,7414714,7414716,7414718,7414721,7414723,7414804,7414808"
0.0,7408971
2.23,7415628
0.0,7404075
1.48,"7421955,7422070,7425048"
1.8,7430522
0.0,7429671
0.0,7426841
4.37,7351976
0.0,7429679
0.0,7431662
0.0,7403796
4.23,"7430020,7429727"
2.23,7429234
0.0,7427830
0.0,7429393
0.88,7428572
3.0,7424366
5.73,"7427359,7428041,7428044"
3.5,7421921
0.0,"7429296,7429362,7429399"
7.33,7424434
1.13,"7429680,7428309"
1.23,7428244
8.67,7425971
4.88,"7429808,7429507,7429599"
6.32,7430019
6.75,"7428243,7428212"
6.75,7426408
0.0,7428108
8.15,7428108
4.88,"7404693,7427257,7429203"
0.0,"7416019,7416202,7419277,7419278,7429592"
2.32,7427357
5.45,7426505
3.18,"7431758,7431770"
1.02,7431826
1.03,7431905
12.2,7429600
1.4,7431422
4.62,"7431764,7431567,7431569,7431769"
1.03,7421130
3.7,7431756
3.8,7415728
0.0,7425991
2.3,"7428209,7414672"
9.33,7424246
6.02,"7431641,7431759,7431768"
0.0,7426494
1.77,7426888
13.58,7426748
8.0,"7431640,7431765,7431650,7431772,7431571,7431773"
5.22,7433607
3.27,7428080
0.0,7426280
5.07,"7426506,7426507"
3.85,7434493
5.85,7429652
2.53,7434492
35.5,"7427261,7427263,7427265,7427479,7427945,7428040,7428042,7428114"
4.47,7429578
7.48,"7386021,7390804,7395578,7404896"
3.67,"7431760,7431761"
0.67,7429582
3.5,7429570
4.98,7429577
4.87,7433711
5.07,7431763
8.48,"7392633,7392630,7391972,7391974,7391980"
8.85,7429653
3.18,7423827
5.98,7429650
9.43,"7431563,7431565,7431647"
0.0,7418345
10.27,7430177
2.33,7430436
0.0,7431558
2.5,7431642
1.35,7429655
0.0,7426449
1.23,7417377
0.0,7391974
6.23,7429571
0.0,7433802
3.67,7433388
7.22,7429184
1.88,7429656
8.57,7434496
0.53,7424442
3.3,"7427607,7427608"
4.27,7431070
2.62,7421872
0.0,215849039
0.0,7436152
0.0,7435343
0.0,7435892
3.37,"7431738,7431562"
0.0,7436150
0.78,7434855
0.03,"7403808,7404005"
0.0,"7428044,7427945"
4.63,"7431732,7431617,7431559,7431646,7431766"
2.05,7414383
2.17,7431424
3.45,7430430
3.03,7429657
5.57,"7431542,7431543,7431621,7431741,7431643,7431649,7431651"
1.13,"7430503,7430502,7430501,7428300"
8.58,"7429197,7429649,7432283"
1.62,7431503
0.0,7429659
3.68,"7431540,7431736,7431739,7431546,7431557,7431648,7431767,7431568,7431570"
1.97,7431460
6.45,"7431734,7431624,7431755,7433432,7433434,7431652"
0.0,7429651
0.75,7428116
0.0,"7432583,7432298"
3.3,"7425833,7426391,7429574,7429896"
1.38,7431465
6.15,7432299
4.75,"7416019,7416202,7419277,7419278,7429592"
4.0,7434627
1.6,"7431616,7431618,7433435,7433433"
0.93,7433322
5.2,"7431423,7427421"
2.98,7428073
0.0,7427423
0.0,"7403794,7403799,7403809,7403810,7403811"
5.67,7431564
1.12,7390438
1.73,7435015
6.03,7430363
3.45,7403802
1.3,7428275
2.0,7415722
1.43,7433529
5.85,"7434279,7434280,7434530,7434531,7434609,7434612,7434613,7434614"
2.43,7431558
0.0,"7434983,7434984"
3.5,7435019
0.0,7431561
2.98,7433677
1.8,7435880
0.0,7433324
3.1,7433891
1.57,7433678
0.02,7431426
0.0,7427813
6.35,7431501
2.95,"7431733,7431735,7431619,7431620,7431737,7431544,7431545,7431740,7431625"
4.15,7433524
3.52,7430426
2.85,"7427422,7427947"
0.0,7429824
0.0,"7431541,7431622,7431623"
2.9,7429389
0.0,"7403793,7403803,7403805,7403806,7403807,7404001,7404003,7403812"
0.0,7403804
1.27,"7426763,7428143,7430353,7430354,7431085"
3.37,7431425
0.0,7436152
2.17,7434604
3.62,7434603
1.12,7428074
1.02,7433543
5.05,"7426004,7426078,7430126,7430413"
7.8,"7432555,7432569,7433892,7433893"
3.5,"7427420,7427423"
0.0,7415625
2.75,7434495
3.13,"7392641,7390312"
10.67,"7431639,7431566"
4.73,7431209
7.32,7430128
3.75,7431211
12.02,7430364
8.73,"7433361,,7434125"
5.45,7431206
0.0,"7434981,7434985,7434986"
5.0,7431208
5.45,7430429
1.28,7429884
2.37,7429194
3.18,"7423390,7426922,7430124,7433846"
2.55,"7432583,7432298"
1.68,7432183
0.0,7434866
0.0,7420788
0.0,"7432538,7432293"
4.2,7429573
2.65,"7423798,7426166,7426167"
0.0,7435098
7.1,7431644
1.28,7433802
2.97,7392519
6.37,7431442
1.9,7392628
5.73,7430424
2.23,7435662
2.95,7431212
10.95,7431560
4.93,"7428039,7428043,7427264"
2.88,7421843
4.67,"7431227,7431313,7432535,7432536"
3.05,7430425
5.72,7435663
3.25,7428614
5.72,7433544
10.67,"7434176,7433331,7433843"
6.57,7430039
5.92,7430427
0.02,7431210
0.0,13012
0.17,450040491321875733
1.0,"7428276,7428264"
3.68,7431502
3.7,7433316
0.0,7389556
0.0,7433510
0.0,7391296
0.0,7425226
0.0,7388193
0.0,7388827
0.0,7425316
0.0,7413649
1.65,7433824
2.07,7433511
2.43,7431561
2.78,7430428
2.07,7425991
0.0,7436224
0.0,7413836
0.0,7433718
0.87,"7431541,7431622,7431623"
2.3,7429651
2.22,7433317
0.0,7426226
0.15,13012
1.17,7426494
3.73,"7430169,7432524,7429275"
1.27,7429659
0.0,7421859
0.0,7421928
2.23,7433318
6.8,"7432353,7432514,7432521,7432522,7432530,7432531,7432533"
4.77,7432539
0.0,7433716
2.07,7433818
0.0,7420768
0.0,7421929
0.0,7434271
0.43,"7433717,7433720"
0.0,7439103
0.0,7439049
0.0,7439048
0.0,"7426164,7426165"
0.0,7439111
0.0,7439213
0.0,7439233
0.0,7439210
0.0,7439211
0.98,7433436
1.15,7433510
0.0,7439115
0.97,7433811
3.42,7433821
2.57,"7432190,7434015"
