Recv Date,Appt Date and Time,SO #,SO ID,Shipment Nbr,Customer Load ID,Pallets Left to Pull,Cases Left to Pull,UCC Label Name,Ship To,Bill To,PO,Order Status,Nbr Lines,Original Qty(eaches),Original Qty (cs),Allocated Qty(eaches),Allocated Qty (cs),Picked Qty(eaches),Picked Qty (cs),Left to Pick (Cs),SCAC,Ship Via,Pmt Term,Wave ID,Wave Descr,Stop,Trailer ID,Pallet Type
"Oct 15, 2024 4:31:03 PM","Oct 18, 2024 12:00:00 AM",7503938,7644230,,,0,0,P,Ace Hardware 9903,ACE HRDWRE CORP ID 0069238311,Z84SE,Manifested,2,138,23,138,23,138,23,0,,F117,Prepaid,202112301863,Wave Parcel Orders,0,,
"Oct 15, 2024 4:45:06 PM","Oct 22, 2024 12:00:00 AM",7499943,7637412,9010158645,4SP1786,0,0,P,DOLLAR GENERAL 96170,DOLLAR GENERAL,22DP17,Staged,30,"20,652",589,"20,436",586,"20,436",586,3,CTII,CTII,Collect,202112301932,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 4:55:05 PM","Oct 21, 2024 12:00:00 AM",7503115,7643325,9010158674,,0,0,P,BETTER HOME #0003,BETTER HOME DIST.,B2320,Loaded,11,"5,718",660,"5,718",660,"5,718",660,0,SAIA,SAIA,Prepaid,202112302004,Wave LTL Orders - Plt Cust,2,485706,
"Oct 15, 2024 5:01:03 PM","Oct 18, 2024 12:00:00 AM",7503878,7644527,,,0,0,C,Bradshaw Home,SAMPLE REQUEST,SLS-BRP11,In Packing,4,52,3.06,52,3.06,4,0.06,3,,F117,Prepaid,202112301863,Wave Parcel Orders,0,,
"Oct 15, 2024 5:57:04 PM","Oct 22, 2024 12:00:00 AM",7503124,7643338,,,0,0,P,VERITIV #0022,VERITIV OPERATING COMPANY,40375693,Released,1,504,7,0,0,0,0,7,,F117,Prepaid,,,,,
"Oct 15, 2024 5:57:04 PM","Oct 23, 2024 12:30:00 PM",7500126,7637547,9010158661,22DPC8-01,1,0,P,DOLLAR GENERAL 96910,DOLLAR GENERAL,22DPC8,In Packing,3,"6,600","1,386","6,600","1,386","6,384","1,332",54,MABE,MABE,Collect,202112301976,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 5:57:05 PM","Oct 23, 2024 12:30:00 PM",7499840,7637144,9010158663,22DP29-01,0,0,P,DOLLAR GENERAL 96500,DOLLAR GENERAL,22DP29,Staged,28,"17,442","1,544","17,442","1,544","17,442","1,544",0,MABE,MABE,Collect,202112301983,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 5:57:08 PM","Oct 23, 2024 8:30:00 PM",7497271,7635123,9010158579,22BVG5-01,47,334,P,DOLLAR GENERAL 96500,DOLLAR GENERAL,22BVG5,DC Allocated,50,"42,006","1,820","42,006","1,820",0,0,"1,820",MABE,MABE,Collect,202112301824,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 6:07:04 PM","Oct 25, 2024 12:00:00 AM",7480842,7632646,,181625584,0,0,C,AT HOME 900,AT HOME,2247506,Released,12,"3,667",827,0,0,0,0,827,,ARVY,Collect,,,,,
"Oct 15, 2024 6:21:06 PM","Oct 22, 2024 8:30:00 PM",7503881,7644532,9010158518,SL215250875,0,112,P,AMAZON HEB1,AMAZON SELLER CENTRAL EHP BI,IR00322-1,In Packing,28,"16,641","3,283","16,641","3,283","15,894","3,171",112,SLCY,VQXX,Prepaid,202112301535,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 6:21:09 PM","Oct 18, 2024 12:00:00 AM",7503882,7644533,9010158574,,0,0,P,AMAZON HEB1,AMAZON SELLER CENTRAL EHP BI,IR00322-2,Staged,59,"1,334",533,"1,334",533,"1,334",533,0,VQXX,VQXX,Prepaid,202112301674,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 6:37:04 PM","Oct 22, 2024 2:30:00 PM",7499940,7637411,,SAT73557258M,0,0,P,DOLLAR GENERAL 96120,DOLLAR GENERAL,22DNX2,Released,40,"39,230","2,190",0,0,0,0,"2,190",,TQYL,Collect,,,,,
"Oct 15, 2024 6:45:05 PM","Oct 22, 2024 10:30:00 AM",7499939,7637407,9010158851,SAT73558208M,50,26,P,DOLLAR GENERAL 96120,DOLLAR GENERAL,22DNX1,DC Allocated,6,"5,412","1,487","5,412","1,487",0,0,"1,487",TQYL,TQYL,Collect,202112302384,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 6:45:06 PM","Oct 22, 2024 5:30:00 PM",7500110,7637531,,WAL73556633M,0,0,P,DOLLAR GENERAL 96170,DOLLAR GENERAL,22DP16,Released,11,"8,556","1,440",0,0,0,0,"1,440",,TQYL,Collect,,,,,
"Oct 15, 2024 6:45:07 PM","Oct 22, 2024 6:30:00 PM",7494866,7632706,,844604,0,0,P,DURANT DC #0879,BIG LOTS STORES INC,0095610600,Released,15,"7,770","1,421",0,0,0,0,"1,421",,,Collect,,,,,
"Oct 15, 2024 6:45:09 PM","Oct 25, 2024 12:00:00 AM",7500114,7637541,,AUR73557976M,0,0,P,DOLLAR GENERAL 96590,DOLLAR GENERAL,22DP46,Released,31,"19,218","1,378",0,0,0,0,"1,378",,TQYL,Collect,,,,,
"Oct 15, 2024 7:01:05 PM","Oct 21, 2024 12:00:00 AM",7503107,7643310,9010158710,,0,284,P,SHELBY CROSSDOCK 9008,MENARD INC,SHXD23465104,DC Allocated,17,"3,108",284,"3,108",284,0,0,284,ODFL,ODFL,Prepaid,202112302089,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:01:06 PM","Oct 22, 2024 12:00:00 AM",7503785,7643778,9010158826,,0,467,P,GREENSBORO LV WHSE,PUBLIX SUPERMARKETS INC,G449890-01,DC Allocated,10,"2,610",467,"2,610",467,0,0,467,ODFL,ODFL,Prepaid,202112302338,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 15, 2024 7:01:07 PM","Oct 21, 2024 12:00:00 AM",7503105,7643308,9010158708,,1,302,P,MENARDS #9030,MENARD INC,ECDC23488464,DC Allocated,20,"3,377",309,"3,377",309,0,0,309,ODFL,ODFL,Prepaid,202112302085,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:01:07 PM","Oct 21, 2024 8:30:00 PM",7503784,7643777,9010158747,492595670,16,472,P,PUBLIX SUPER MARKETS # 3902,PUBLIX SUPERMARKETS INC,A449884-01,DC Allocated,8,"25,116","4,288","25,116","4,288",0,0,"4,288",RBTW,RBTW,Prepaid,202112302335,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 15, 2024 7:01:08 PM","Oct 21, 2024 12:00:00 AM",7503106,7643309,9010158709,,0,232,P,MENARDS HOLIDAY CITY DC 3339,MENARD INC,HCDC23467548,DC Allocated,17,"2,488",232,"2,488",232,0,0,232,ODFL,ODFL,Prepaid,202112302086,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:01:09 PM","Oct 21, 2024 12:00:00 AM",7503104,7643307,9010158707,,1,325,P,MENARDS PLANO DC 9001,MENARD INC,PLDC23474465,DC Allocated,20,"3,789",344,"3,789",344,0,0,344,ODFL,ODFL,Prepaid,202112302084,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:01:10 PM","Oct 22, 2024 12:00:00 AM",7503393,7644104,9010158827,,0,321,P,"PUBLIX SUPER MARKETS, INC.",PUBLIX SUPERMARKETS INC,B645250-01,DC Allocated,8,"1,830",321,"1,830",321,0,0,321,ODFL,ODFL,Prepaid,202112302344,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 15, 2024 7:09:05 PM","Oct 21, 2024 12:00:00 AM",7496918,7633993,9010158607,,0,0,P,ALBERTSONS L.P.,ALBERTSONS (LANCASTER),024855,Staged,17,"7,254","1,267","7,254","1,267","7,254","1,267",0,VQXX,VQXX,Prepaid,202112301541,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:09:07 PM","Oct 22, 2024 12:30:00 PM",7499944,7637413,,492387483,0,0,P,DOLLAR GENERAL 96300,DOLLAR GENERAL,22DP25,Released,51,"64,104","2,565",0,0,0,0,"2,565",,RBTW,Collect,,,,,
"Oct 15, 2024 7:15:06 PM","Oct 22, 2024 12:30:00 PM",7500111,7637533,,492387506,0,0,P,DOLLAR GENERAL 96300,DOLLAR GENERAL,22DP24,Released,7,"7,432","1,486",0,0,0,0,"1,486",,RBTW,Collect,,,,,
"Oct 15, 2024 7:15:06 PM","Oct 22, 2024 2:30:00 PM",7499942,7637410,,492387646,0,0,P,DOLLAR GENERAL 96160,DOLLAR GENERAL,22DP08,Released,7,"8,304","1,610",0,0,0,0,"1,610",,RBTW,Collect,,,,,
"Oct 15, 2024 7:15:07 PM","Oct 18, 2024 12:00:00 AM",7497669,7635324,9010158619,,0,0,P,SUPERVALU C/O 0000,SUPERVALU (OGLESBY),48468071,Loaded,2,60,6,60,6,60,6,0,FXFE,FXFE,Prepaid,202112301837,Wave LTL Orders - Plt Cust,2,974218,4 - Use Stringer 4way (#1) Pal
"Oct 15, 2024 7:15:07 PM","Oct 22, 2024 12:30:00 PM",7500115,7637535,,492393384,0,0,P,DOLLAR GENERAL 96600,DOLLAR GENERAL,22DP62,Released,5,"4,532","1,223",0,0,0,0,"1,223",,RBTW,Collect,,,,,
"Oct 15, 2024 7:15:08 PM","Oct 22, 2024 8:30:00 AM",7475527,7630912,9010158538,SL215054678,0,0,P,PEYTONS MID SOUTH 8004,PEYTONS NORTH,39020,Staged,2,602,602,602,602,602,602,0,SLCY,SLCY,Prepaid,202112301631,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 15, 2024 7:15:09 PM","Oct 22, 2024 12:30:00 PM",7497694,7635346,,4747234,0,0,C,IMPERIAL DISTRIBUTORS,"TOPCO ASSOCIATES, LLC",000004502202525,Released,73,"14,650","1,320",0,0,0,0,"1,320",,GELJ,Prepaid,,,,,1 - Use CHEP Pallet
"Oct 15, 2024 7:15:12 PM","Oct 22, 2024 12:00:00 AM",7493551,7631849,9010158830,,0,53,C,BRS BENSALEM 0104,BUNZL RETAIL (29290),1236158,DC Allocated,5,378,53,378,53,0,0,53,SAIA,SAIA,Prepaid,202112302346,Wave LTL Orders - Case Cust,2,,
"Oct 15, 2024 7:15:12 PM","Oct 22, 2024 12:00:00 AM",7497633,7643974,9010158831,,5,0,P,HY-VEE INC 0204,HY-VEE FOOD STORES INC,194604,DC Allocated,1,5,5,5,5,0,0,5,ODFL,ODFL,Prepaid,202112302350,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:15:12 PM","Oct 22, 2024 10:30:00 AM",7499839,7637142,9010158844,492393251,51,0,P,DOLLAR GENERAL 96300,DOLLAR GENERAL,22DP23,DC Allocated,3,"3,280","1,260","3,280","1,260",0,0,"1,260",RBTW,RBTW,Collect,202112302374,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:15:13 PM","Oct 22, 2024 12:00:00 AM",7491569,7632176,9010158832,,0,81,C,SCHNUCK MARKETS INC,"TOPCO ASSOCIATES, LLC",000004502193738,DC Allocated,6,"1,044",81,"1,044",81,0,0,81,ODFL,ODFL,Prepaid,202112302351,Wave LTL Orders - Case Cust,2,,1 - Use CHEP Pallet
"Oct 15, 2024 7:15:14 PM","Oct 22, 2024 12:00:00 AM",7503499,7643613,9010158833,,0,330,C,NASH FINCH COMPANY DC 0054,NF DISTRIBUTORS,675727,DC Allocated,12,"2,742",330,"2,742",330,0,0,330,ODFL,ODFL,Prepaid,202112302352,Wave LTL Orders - Case Cust,2,,
"Oct 15, 2024 7:15:14 PM","Oct 22, 2024 12:00:00 AM",7500591,7638256,,,0,0,P,SUPERVALU C/O 0000,SUPERVALU (OGLESBY),48468568,Released,6,156,10,0,0,0,0,10,,F117,Prepaid,,,,,4 - Use Stringer 4way (#1) Pal
"Oct 15, 2024 7:15:15 PM","Oct 22, 2024 12:00:00 AM",7501275,7639610,9010158834,,0,45,P,SUPERVALU - SERF 0000,SUPERVALU (ANNISTON),67430622,DC Allocated,21,"2,868",46,"2,868",46,0,0,46,FXFE,FXFE,Prepaid,202112302388,Wave LTL Orders - Plt Cust,2,,4 - Use Stringer 4way (#1) Pal
"Oct 15, 2024 7:15:16 PM","Oct 22, 2024 12:00:00 AM",7500151,7637572,9010158838,,0,69,C,C & S WHOLESALE GROCERS AWI,"TOPCO ASSOCIATES, LLC",000004502205782,DC Allocated,10,648,69,648,69,0,0,69,EXLA,EXLA,Prepaid,202112302367,Wave LTL Orders - Case Cust,2,,1 - Use CHEP Pallet
"Oct 15, 2024 7:15:17 PM","Oct 22, 2024 12:00:00 AM",7501491,7643997,9010158840,,0,72,P,MWI VETERINARY SUPPLY 0K01,MWI DIV OF AGRI-BEEF,16735919,DC Allocated,2,864,72,864,72,0,0,72,EXLA,EXLA,Prepaid,202112302368,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:15:18 PM","Oct 18, 2024 12:00:00 AM",7501470,7643945,9010158519,,0,0,P,R H RENY INC 00001,R H RENY INC,99287208-1,Staged,32,"8,041","1,216","8,041","1,216","8,041","1,216",0,RBTW,VQXX,Prepaid,202112301539,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:15:19 PM","Oct 21, 2024 12:00:00 AM",7500558,7638226,9010158675,,0,0,P,SUPERVALU - SERF 0000,SUPERVALU (ANNISTON),67430571,In Packing,14,"2,208",70,"2,208",70,"2,133",68.96,1.04,FXFE,FXFE,Prepaid,202112302005,Wave LTL Orders - Plt Cust,2,,4 - Use Stringer 4way (#1) Pal
"Oct 15, 2024 7:15:20 PM","Oct 22, 2024 12:00:00 AM",7502688,7642618,,,0,0,C,HY VEE INC.,"TOPCO ASSOCIATES, LLC",000004502208289,Released,21,"5,174",247,0,0,0,0,247,,ODFL,Prepaid,,,,,1 - Use CHEP Pallet
"Oct 15, 2024 7:15:21 PM","Oct 18, 2024 12:00:00 AM",7499678,7643882,9010158573,,1,0,C,AWG-AIO HUB HERNANDO HNMS,VALU MERCHANDISERS,75363,In Packing,2,28,28,28,28,27,27,1,ODFL,ODFL,Prepaid,202112301667,Wave LTL Orders - Case Cust,2,,4 - Use Stringer 4way (#1) Pal
"Oct 15, 2024 7:15:22 PM","Oct 18, 2024 12:00:00 AM",7502262,7640980,9010158569,,0,0,P,CVS-INDIANAPOLIS I101,CVS PHARMACY,4595243,Loaded,1,288,48,288,48,288,48,0,SAIA,SAIA,Prepaid,202112301945,Wave LTL Orders - Plt Cust,2,485891,
"Oct 15, 2024 7:27:05 PM","Oct 21, 2024 10:30:00 AM",7499841,7637148,9010158721,492387512,0,0,P,DOLLAR GENERAL 96700,DOLLAR GENERAL,22DP75,Staged,44,"34,286","1,554","33,710","1,546","33,710","1,546",8,RBTW,RBTW,Collect,202112302079,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:27:06 PM","Oct 23, 2024 12:00:00 AM",7499838,7637143,,492387616,0,0,P,DOLLAR GENERAL 96160,DOLLAR GENERAL,22DP09,Released,40,"37,892","1,700",0,0,0,0,"1,700",,RBTW,Collect,,,,,
"Oct 15, 2024 7:27:07 PM","Oct 21, 2024 10:30:00 AM",7499938,7637409,9010158722,492387565,0,0,P,DOLLAR GENERAL 96000,DOLLAR GENERAL,22DNT3,Loaded,32,"18,842","1,618","18,842","1,618","18,842","1,618",0,RBTW,RBTW,Collect,202112302074,Wave LTL Orders - Plt Cust,2,421,
"Oct 15, 2024 7:27:09 PM","Oct 21, 2024 6:30:00 PM",7499945,7637417,9010158739,492393478,45,557,P,DOLLAR GENERAL 96600,DOLLAR GENERAL,22DP64,DC Allocated,47,"38,428","2,001","38,428","2,001",0,0,"2,001",RBTW,RBTW,Collect,202112302125,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:27:15 PM","Oct 22, 2024 12:30:00 PM",7500123,7637546,9010158854,492387507,49,14,P,DOLLAR GENERAL 96700,DOLLAR GENERAL,22DP72,DC Allocated,8,"7,184","1,546","7,184","1,546",0,0,"1,546",RBTW,RBTW,Collect,202112302393,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:27:16 PM","Oct 21, 2024 6:30:00 PM",7500113,7637540,9010158740,492393472,44,334,P,DOLLAR GENERAL 96570,DOLLAR GENERAL,22DP36,DC Allocated,33,"21,362","1,613","21,362","1,613",0,0,"1,613",RBTW,RBTW,Collect,202112302126,Wave LTL Orders - Plt Cust,2,,
"Oct 15, 2024 7:37:06 PM","Oct 18, 2024 12:00:00 AM",7503887,7644539,9010158570,,0,0,P,BRANDSMART USA GEORGIA WHSE 0003,BRANDSMART USA,BM723569,Loaded,24,596,55,596,55,596,55,0,SAIA,SAIA,Prepaid,202112301664,Wave LTL Orders - Plt Cust,2,485706,
"Oct 15, 2024 8:15:06 PM","Oct 18, 2024 12:00:00 AM",7503885,7644536,9010158571,,0,0,P,BRANDSMART USA FLORIDA WHSE 0001,BRANDSMART USA,BM723568,Loaded,18,"1,592",111,"1,592",111,"1,592",111,0,SAIA,SAIA,Prepaid,202112301665,Wave LTL Orders - Plt Cust,2,485706,
"Oct 16, 2024 4:23:05 AM","Oct 24, 2024 12:00:00 AM",7441032,7605646,9010158779,,0,29,P,WAL-MART DC 7038R REGULAR,WAL-MART STORES,9879933432,In Packing,3,"2,462",452,"2,462",452,"2,268",423,29,SAIA,SAIA,Prepaid,202112302229,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:05 AM","Oct 24, 2024 12:00:00 AM",7481764,7618680,9010158782,,0,0,P,WAL-MART DC 6040R REGULAR,WAL-MART STORES,9379853461,Staged,1,792,198,792,198,792,198,0,SAIA,SAIA,Prepaid,202112302233,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:06 AM","Oct 23, 2024 12:00:00 AM",7494124,7631655,9010158762,,0,66,P,WAL-MART DC 6016R REGULAR,WAL-MART STORES,2529434843,In Packing,4,"1,958",387,"1,958",387,"1,584",321,66,SAIA,SAIA,Prepaid,202112302202,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:06 AM","Oct 24, 2024 12:00:00 AM",7494122,7631647,9010158783,,0,23,P,WAL-MART DC 6011R REGULAR,WAL-MART STORES,2123199678,In Packing,3,"1,598",287,"1,598",287,"1,440",264,23,SAIA,SAIA,Prepaid,202112302234,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:06 AM","Oct 24, 2024 12:00:00 AM",7494123,7631649,9010158784,,0,46,P,WAL-MART DC 6017R REGULAR,WAL-MART STORES,2679374942,In Packing,3,"1,760",328,"1,760",328,"1,512",282,46,SAIA,SAIA,Prepaid,202112302235,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:07 AM","Oct 24, 2024 12:00:00 AM",7459828,7618669,9010158780,,0,50,P,WAL-MART DC 6018R REGULAR,WAL-MART STORES,7673299771,In Packing,3,"1,494",266,"1,494",266,"1,164",216,50,SAIA,SAIA,Prepaid,202112302230,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:07 AM","Oct 24, 2024 12:00:00 AM",7459830,7596331,9010158781,,0,47,P,WAL-MART DC 6043R REGULAR,WAL-MART STORES,8079404716,In Packing,4,"2,468",404,"2,468",404,"2,136",357,47,SAIA,SAIA,Prepaid,202112302231,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:07 AM","Oct 24, 2024 12:00:00 AM",7494134,7631674,9010158788,,0,14,P,WAL-MART DC 6092R REGULAR,WAL-MART STORES,5779713857,In Packing,3,"2,020",423,"2,020",423,"1,960",409,14,SAIA,SAIA,Prepaid,202112302239,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:08 AM","Oct 21, 2024 8:30:00 AM",7488789,7632647,9010158748,492455562,0,0,P,PONCA GMHBC,ALBERTSONS (PONCA CITY),609700,In Packing,1,"1,424",712,"1,424",712,"1,410",705,7,HBGI,RBTW,Prepaid,202112302150,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 16, 2024 4:23:08 AM","Oct 23, 2024 12:00:00 AM",7441037,7618666,9010158761,,0,18,P,WAL-MART DC 6027R REGULAR,WAL-MART STORES,8134165046,In Packing,3,"2,704",450,"2,704",450,"2,592",432,18,SAIA,SAIA,Prepaid,202112302201,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:08 AM","Oct 24, 2024 12:00:00 AM",7441031,7618665,9010158778,,0,39,P,WAL-MART DC 7045R REGULAR,WAL-MART STORES,7880672209,In Packing,3,"2,544",423,"2,544",423,"2,304",384,39,SAIA,SAIA,Prepaid,202112302219,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:09 AM","Oct 23, 2024 12:00:00 AM",7501906,7643895,,,0,0,C,"Food Lion	 Store # 89",FOOD LION LLC,FOOD LION # 89_101024_,Released,3,12,0.81,0,0,0,0,0.81,,F117,Prepaid,,,,,
"Oct 16, 2024 4:23:09 AM","Oct 24, 2024 12:00:00 AM",7494127,7631659,9010158785,,0,60,P,WAL-MART DC 6023R REGULAR,WAL-MART STORES,6736191032,In Packing,2,950,198,950,198,636,138,60,SAIA,SAIA,Prepaid,202112302236,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:09 AM","Oct 24, 2024 12:00:00 AM",7494133,7631672,9010158787,,0,52,P,WAL-MART DC 6054R REGULAR,WAL-MART STORES,3029434802,In Packing,3,"1,436",322,"1,436",322,"1,164",270,52,SAIA,SAIA,Prepaid,202112302238,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:10 AM","Oct 23, 2024 12:00:00 AM",7501907,7643891,,,0,0,C,"Food Lion	 Store # 2627",FOOD LION LLC,FOOD LION # 2627_10102,Released,3,14,0.87,0,0,0,0,0.87,,F117,Prepaid,,,,,
"Oct 16, 2024 4:23:10 AM","Oct 24, 2024 12:00:00 AM",7494130,7631665,9010158786,,0,56,P,WAL-MART DC 6048R REGULAR,WAL-MART STORES,2823779118,In Packing,2,850,125,850,125,468,69,56,SAIA,SAIA,Prepaid,202112302237,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:10 AM","Oct 24, 2024 12:00:00 AM",7494138,7631685,9010158789,,10,54,P,WAL-MART DC 6006R REGULAR,WAL-MART STORES,5080282535,DC Allocated,3,"1,866",336,"1,866",336,0,0,336,SAIA,SAIA,Prepaid,202112302240,Wave LTL Orders - Plt Cust,2,,
"Oct 16, 2024 4:23:11 AM","Oct 23, 2024 12:00:00 AM",7502728,7642658,,492455513,0,0,P,PONCA GMHBC,SAFEWAY INC,612879,Released,24,"15,438","2,132",0,0,0,0,"2,132",,RBTW,Prepaid,,,,,1 - Use CHEP Pallet
"Oct 16, 2024 4:23:11 AM","Oct 23, 2024 12:00:00 AM",7497876,7637777,,,0,0,P,UNFI STURTEVANT 0009,UNFI ACCOUNTS PAYABLE,4008889,Released,1,896,112,0,0,0,0,112,,UNFI,Collect,,,,,
"Oct 16, 2024 4:23:12 AM","Oct 23, 2024 12:00:00 AM",7497875,7637778,,,0,0,P,UNFI DAYVILLE 0003,UNFI ACCOUNTS PAYABLE,4008888,Released,4,"1,560",115,0,0,0,0,115,,UNFI,Collect,,,,,
"Oct 16, 2024 4:23:13 AM","Oct 21, 2024 8:30:00 PM",7503392,7644103,9010158715,492595670,1,708,P,PUBLIX SUPER MARKETS # 3902,PUBLIX SUPERMARKETS INC,A449887-01,DC Allocated,10,"4,224",796,"4,224",796,0,0,796,RBTW,ODFL,Prepaid,202112302097,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 16, 2024 9:47:10 AM","Oct 17, 2024 12:00:00 AM",7503064,7642795,,,0,0,C,AMAZON.COM 857555 BI,AMAZON.COM 857555 BI,6JGMVFCI,Manifested,1,6,1,6,1,6,1,0,,U748,Collect,202112301574,Wave Parcel Orders,0,,
"Oct 16, 2024 9:47:16 AM","Oct 17, 2024 12:00:00 AM",7503280,7643407,,,0,0,C,DC AMAZON.COM #BNA6,AMAZON.COM 857555 BI,4L6AJ1UZ,Manifested,3,78,12,78,12,78,12,0,,U748,Collect,202112301540,Wave Parcel Orders,0,,
"Oct 16, 2024 9:47:17 AM","Oct 17, 2024 12:00:00 AM",7503274,7643401,,,0,0,C,AMAZON.COM 857555 BI,AMAZON.COM 857555 BI,46TFB1QM,In Packing,2,14,5,14,5,10,3,2,,U748,Collect,202112301540,Wave Parcel Orders,0,,
"Oct 16, 2024 9:47:17 AM","Oct 17, 2024 12:00:00 AM",7503281,7643408,,,0,0,C,AMAZON.COM 857555 BI,AMAZON.COM 857555 BI,4UF3JL5W,Manifested,1,6,1,6,1,6,1,0,,U748,Collect,202112301540,Wave Parcel Orders,0,,
"Oct 16, 2024 9:47:20 AM","Oct 17, 2024 12:00:00 AM",7503299,7643423,,,0,0,C,AMAZON.COM- MDT4,AMAZON.COM BHP,84RSQSWO,Manifested,1,16,4,16,4,16,4,0,,U748,Collect,202112301540,Wave Parcel Orders,0,,
"Oct 16, 2024 9:47:23 AM","Oct 17, 2024 12:00:00 AM",7503323,7643145,,,0,0,C,AMAZON.COM KYDC LLC SAT1,AMAZON.COM BHP,64O7QY6A,Manifested,1,8,2,8,2,8,2,0,,U748,Collect,202112301568,Wave Parcel Orders,0,,
"Oct 16, 2024 9:47:25 AM","Oct 17, 2024 12:00:00 AM",7503325,7643146,,,0,0,C,AMAZON.COM 857555 BI,AMAZON.COM 857555 BI,6RXG6BFZ,Manifested,1,6,1,6,1,6,1,0,,U748,Collect,202112301568,Wave Parcel Orders,0,,
"Oct 16, 2024 10:57:05 AM","Oct 21, 2024 2:30:00 PM",7501835,7640764,9010158585,,0,0,P,PEYTONS NORTH 8003,PEYTONS,53326,Staged,10,"9,228","1,493","9,228","1,493","9,228","1,493",0,RBTW,VQXX,Prepaid,202112301746,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 16, 2024 11:39:04 AM","Oct 23, 2024 12:00:00 AM",7503072,7643502,,,0,0,C,MEIJER RSC #0802,MEIJER INC,216480837,Released,5,124,21,0,0,0,0,21,,EXLA,Collect,,,,,4 - Use Stringer 4way (#1) Pal
"Oct 16, 2024 11:51:04 AM","Oct 21, 2024 8:30:00 AM",7503394,7644105,9010158716,1004627,0,0,P,PUBLIX SUPER MARKETS INC #0902,PUBLIX SUPERMARKETS INC,L327917-01,Staged,10,"38,178","6,512","38,178","6,512","38,178","6,512",0,RBTW,SUSD,Prepaid,202112302054,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 16, 2024 11:51:05 AM","Oct 21, 2024 8:30:00 AM",7503786,7643779,9010158716,1004627,0,0,P,PUBLIX SUPER MARKETS INC #0902,PUBLIX SUPERMARKETS INC,L327921-01,Staged,8,"3,612",662,"3,612",662,"3,612",662,0,RBTW,SUSD,Prepaid,202112302054,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 16, 2024 11:51:06 AM","Oct 23, 2024 12:00:00 AM",7498406,7635852,,,0,0,P,L & R DISTRIBUTORS DC 4004,"L & R DISTRIBUTORS, INC.",4984290,Released,34,"1,390",247,0,0,0,0,247,,ODFL,Prepaid,,,,,
"Oct 16, 2024 11:51:07 AM","Oct 21, 2024 12:00:00 AM",7501351,7644505,9010158700,,7,5,P,C & S WHOLESALE GROCERS #0037,C & S WHSL (BETH 4),840173,DC Allocated,1,47,47,47,47,0,0,47,EXLA,EXLA,Prepaid,202112302071,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
